Feedback_ID,Date,Quarter,Client_Company,Industry,Region,Project_Type,Project_Manager,Project_Duration_Months,Contract_Value_INR,Client_Feedback,Star_Rating,NPS_Score,NPS_Category,SLA_Breached,Contract_Renewal
FB10181,2022-05-08,Q2-2022,NationalAir,Aviation,Bangalore,DevOps Implementation,Divya Menon,26,221290935.0,Absolutely disgusted with the service received. Solution delivered does not work and team has been unable to fix critical issues.,1,6,Detractor,Yes,No
FB10274,2023-01-30,Q1-2023,PayFast,Fintech,Kolkata,Database Management,Divya Menon,3,149464439.0,Disappointing experience overall. The solution delivered has performance issues and support team response time is very slow.,2,6,Detractor,Yes,Yes
FB10895,2023-03-09,Q1-2023,Mahindra Group,Manufacturing,Chennai,ERP Implementation,Pooja Iyer,35,306650139.0,Flawless implementation with outstanding post deployment support. The solution has delivered significant ROI within the first quarter.,5,2,Detractor,No,Yes
FB10069,2023-04-16,Q2-2023,City Bank,Banking & Finance,Pune,Network Infrastructure,Divya Menon,12,220566137.0,Catastrophic project delivery that has severely impacted our business. We are pursuing contract penalties due to magnitude of failures.,1,8,Passive,Yes,No
FB10291,2023-11-05,Q4-2023,OilCorp,Oil & Gas,Pune,ERP Implementation,Amit Patel,30,200813277.0,Below expectations on multiple fronts. SLA breaches occurred frequently and escalations took too long to get properly addressed.,2,9,Promoter,Yes,Yes
FB10131,2023-12-20,Q4-2023,PayFast,Fintech,Kolkata,Network Infrastructure,Priya Nair,10,427132405.0,Complete waste of time and resources. The vendor overpromised dramatically and delivered solution does not meet any requirements.,1,10,Promoter,Yes,No
FB10300,2023-05-23,Q2-2023,SteelCorp,Manufacturing,Pune,Application Development,Neha Joshi,35,61039443.0,Unsatisfactory project execution. Several critical requirements were not met and team struggled with basic technical challenges.,2,1,Detractor,Yes,No
FB10424,2022-12-16,Q4-2022,SteelCorp,Manufacturing,Mumbai,DevOps Implementation,Sneha Reddy,25,415792523.0,Decent technical work but project management needs significant improvement. Deliverables met basic standards nothing extraordinary.,3,8,Passive,No,No
FB10326,2023-09-19,Q3-2023,AirExpress,Aviation,Chennai,Network Infrastructure,Priya Nair,6,158098582.0,Below expectations on multiple fronts. SLA breaches occurred frequently and escalations took too long to get properly addressed.,2,10,Promoter,Yes,No
FB10144,2022-05-21,Q2-2022,Fortis Healthcare,Healthcare,Kolkata,Data Analytics Platform,Sneha Reddy,19,148276330.0,Extremely disappointed with the entire engagement. Project was delivered months late with critical quality issues still unresolved.,1,1,Detractor,Yes,Yes
FB10423,2023-04-11,Q2-2023,Global IT Corp,IT & Technology,Kolkata,Cloud Migration,Sneha Reddy,24,282274668.0,Project team was professional but delivery took longer than expected. End result is satisfactory though not particularly impressive.,3,10,Promoter,No,No
FB10580,2023-01-28,Q1-2023,TeleConnect,Telecom,Mumbai,DevOps Implementation,Rajesh Sharma,6,47629192.0,The project was completed as per scope but there were notable delays. Technical quality was acceptable though not exceptional.,3,2,Detractor,No,No
FB10135,2023-11-13,Q4-2023,City Bank,Banking & Finance,Kolkata,Network Infrastructure,Divya Menon,30,434705614.0,Absolutely disgusted with the service received. Solution delivered does not work and team has been unable to fix critical issues.,1,0,Detractor,Yes,No
FB10450,2022-02-25,Q1-2022,Apollo Hospitals,Healthcare,Kolkata,DevOps Implementation,Neha Joshi,32,324113884.0,Completed the engagement as agreed but communication could have been more proactive throughout the project lifecycle.,3,4,Detractor,Yes,No
FB10164,2023-12-11,Q4-2023,Prime Bank,Banking & Finance,Kolkata,ERP Implementation,Amit Patel,13,361985584.0,Deeply dissatisfied with every aspect of this engagement. This has been the worst technology investment our company has ever made.,1,0,Detractor,Yes,No
FB10028,2023-06-05,Q2-2023,GlobalPhone,Telecom,Mumbai,IT Managed Services,Amit Patel,8,426414560.0,Deeply dissatisfied with every aspect of this engagement. This has been the worst technology investment our company has ever made.,1,1,Detractor,Yes,No
FB10773,2023-05-31,Q2-2023,FuelTech,Oil & Gas,Kolkata,ERP Implementation,Amit Patel,5,404373694.0,Very satisfied with the project outcome. The implementation was smooth and post deployment support has been responsive and helpful.,4,6,Detractor,No,Yes
FB10193,2023-09-19,Q3-2023,Global IT Corp,IT & Technology,Delhi NCR,Application Development,Rahul Gupta,8,37545312.0,Unacceptable quality and project management. Solution has caused data integrity issues and we have lost significant business value.,1,6,Detractor,Yes,No
FB10388,2022-12-25,Q4-2022,Apollo Hospitals,Healthcare,Hyderabad,Application Development,Neha Joshi,25,85939239.0,Poor project management led to significant delays and budget overruns. Final solution required considerable rework after delivery.,2,4,Detractor,Yes,No
FB10852,2023-06-09,Q2-2023,Max Healthcare,Healthcare,Chennai,Database Management,Rajesh Sharma,24,215920660.0,World class implementation team that delivered an innovative solution on time and within budget. Extremely satisfied with every aspect.,5,6,Detractor,No,Yes
FB10169,2022-01-28,Q1-2022,AirExpress,Aviation,Bangalore,Cybersecurity Solutions,Pooja Iyer,29,31362159.0,Catastrophic project delivery that has severely impacted our business. We are pursuing contract penalties due to magnitude of failures.,1,8,Passive,Yes,No
FB10705,2023-06-12,Q2-2023,National Insurance,Insurance,Hyderabad,DevOps Implementation,Arjun Mehta,29,136976348.0,Strong delivery performance with good communication throughout. The solution has improved our operational efficiency significantly.,4,9,Promoter,No,Yes
FB10140,2023-04-10,Q2-2023,GlobalPhone,Telecom,Chennai,Cybersecurity Solutions,Arjun Mehta,24,82917592.0,Worst vendor experience we have encountered. Every commitment was broken and the delivered solution is completely non functional.,1,4,Detractor,Yes,No
FB10173,2023-09-30,Q3-2023,Metro Bank,Banking & Finance,Pune,Cybersecurity Solutions,Arjun Mehta,32,36089540.0,Terrible experience from start to finish. The team lacked basic technical knowledge and project outcome was a complete disaster.,1,7,Passive,Yes,No
FB10006,2023-01-15,Q1-2023,Reliance Retail,Retail & E-commerce,Delhi NCR,Application Development,Divya Menon,25,108705980.0,Worst vendor experience we have encountered. Every commitment was broken and the delivered solution is completely non functional.,1,4,Detractor,Yes,No
FB10745,2022-06-22,Q2-2022,Fortis Healthcare,Healthcare,Kolkata,Data Analytics Platform,Amit Patel,35,412173019.0,Strong delivery performance with good communication throughout. The solution has improved our operational efficiency significantly.,4,9,Promoter,No,Yes
FB10478,2023-11-02,Q4-2023,FuelTech,Oil & Gas,Delhi NCR,Cloud Migration,Divya Menon,3,487944721.0,Neither impressed nor disappointed. Project delivered with some compromise on scope and timeline. Results within acceptable range.,3,4,Detractor,Yes,No
FB10073,2022-09-04,Q3-2022,GridTech,Energy & Utilities,Hyderabad,Network Infrastructure,Pooja Iyer,33,324721935.0,Worst vendor experience we have encountered. Every commitment was broken and the delivered solution is completely non functional.,1,7,Passive,Yes,No
FB10910,2023-11-20,Q4-2023,ShopEasy,Retail & E-commerce,Chennai,Cybersecurity Solutions,Pooja Iyer,9,9705755.0,Flawless implementation with outstanding post deployment support. The solution has delivered significant ROI within the first quarter.,5,0,Detractor,No,Yes
FB10813,2022-03-13,Q1-2022,Metro Bank,Banking & Finance,Hyderabad,ERP Implementation,Rahul Gupta,22,49408976.0,World class implementation team that delivered an innovative solution on time and within budget. Extremely satisfied with every aspect.,5,2,Detractor,Yes,Yes
FB10238,2022-12-19,Q4-2022,ShopEasy,Retail & E-commerce,Chennai,Digital Transformation,Rajesh Sharma,7,272875935.0,Disappointed with the project delivery. Multiple deadlines were missed and quality of deliverables was below agreed standards.,2,0,Detractor,Yes,Yes
FB10145,2023-06-30,Q2-2023,Bajaj Finance,Banking & Finance,Chennai,ERP Implementation,Amit Patel,17,252629862.0,Complete waste of time and resources. The vendor overpromised dramatically and delivered solution does not meet any requirements.,1,10,Promoter,Yes,No
FB10792,2023-10-14,Q4-2023,NationalAir,Aviation,Chennai,Data Analytics Platform,Neha Joshi,30,498273329.0,Satisfied with the engagement overall. The team showed dedication and the final solution is working well for our requirements.,4,6,Detractor,No,Yes
FB10234,2022-03-25,Q1-2022,SteelCorp,Manufacturing,Kolkata,Cybersecurity Solutions,Neha Joshi,36,226140249.0,Dissatisfied with the level of expertise demonstrated. Team could not handle the technical complexity of our requirements well.,2,5,Detractor,Yes,Yes
FB10220,2023-02-09,Q1-2023,City Bank,Banking & Finance,Chennai,Database Management,Rahul Gupta,25,477531387.0,Unsatisfactory project execution. Several critical requirements were not met and team struggled with basic technical challenges.,2,2,Detractor,Yes,No
FB10923,2022-05-11,Q2-2022,GridTech,Energy & Utilities,Bangalore,Digital Transformation,Neha Joshi,23,477263966.0,Incredible work by the entire project team. The digital transformation has completely revolutionized our business processes.,5,4,Detractor,Yes,Yes
FB10500,2022-09-11,Q3-2022,OilCorp,Oil & Gas,Delhi NCR,Network Infrastructure,Vikram Singh,21,224364411.0,Neither impressed nor disappointed. Project delivered with some compromise on scope and timeline. Results within acceptable range.,3,2,Detractor,No,No
FB10132,2023-04-10,Q2-2023,National Insurance,Insurance,Bangalore,Cybersecurity Solutions,Arjun Mehta,28,210914877.0,Completely unacceptable performance. SLA breaches were constant and escalations to management produced no meaningful results.,1,1,Detractor,Yes,No
FB10990,2023-12-06,Q4-2023,NetCom,Telecom,Mumbai,DevOps Implementation,Neha Joshi,27,473099871.0,Remarkable results delivered by a highly skilled team. Business outcomes have exceeded all targets we had set for this project.,5,10,Promoter,No,Yes
FB10774,2022-09-22,Q3-2022,City Bank,Banking & Finance,Chennai,IT Managed Services,Sneha Reddy,24,393518473.0,Highly satisfied with the overall engagement. The team showed strong technical capabilities and delivered a quality solution as promised.,4,8,Passive,Yes,Yes
FB10185,2023-11-19,Q4-2023,Bajaj Finance,Banking & Finance,Mumbai,Data Analytics Platform,Rajesh Sharma,28,184839010.0,Absolutely disgusted with the service received. Solution delivered does not work and team has been unable to fix critical issues.,1,10,Promoter,Yes,Yes
FB10041,2022-11-09,Q4-2022,Max Healthcare,Healthcare,Bangalore,Cybersecurity Solutions,Pooja Iyer,17,115347156.0,Extremely disappointed with the entire engagement. Project was delivered months late with critical quality issues still unresolved.,1,10,Promoter,Yes,Yes
FB10696,2022-04-09,Q2-2022,Prime Bank,Banking & Finance,Hyderabad,Data Analytics Platform,Neha Joshi,7,332234899.0,Very good technical work and project management. A few schedule adjustments were needed but end result was to our satisfaction.,4,7,Passive,No,Yes
FB10108,2023-11-14,Q4-2023,OilCorp,Oil & Gas,Bangalore,Data Analytics Platform,Pooja Iyer,3,449959723.0,Completely unacceptable performance. SLA breaches were constant and escalations to management produced no meaningful results.,1,7,Passive,Yes,No
FB10588,2022-10-26,Q4-2022,FuelTech,Oil & Gas,Hyderabad,ERP Implementation,Pooja Iyer,27,309708222.0,Mixed experience overall. Some aspects of the project were well executed while others needed improvement and additional rework.,3,3,Detractor,No,Yes
FB10056,2022-06-04,Q2-2022,SkyJet,Aviation,Delhi NCR,IT Managed Services,Priya Nair,17,194602470.0,Absolutely disgusted with the service received. Solution delivered does not work and team has been unable to fix critical issues.,1,2,Detractor,Yes,No
FB10405,2022-11-10,Q4-2022,City Bank,Banking & Finance,Hyderabad,Network Infrastructure,Rahul Gupta,13,37317076.0,Satisfactory project delivery. The solution is functional and meets basic requirements though there is room for optimization.,3,4,Detractor,Yes,No
FB10442,2023-06-11,Q2-2023,Tata Motors,Manufacturing,Bangalore,DevOps Implementation,Sneha Reddy,8,474364851.0,Decent technical work but project management needs significant improvement. Deliverables met basic standards nothing extraordinary.,3,8,Passive,No,No
FB10757,2023-05-31,Q2-2023,Global IT Corp,IT & Technology,Mumbai,Data Analytics Platform,Neha Joshi,4,61398068.0,Very good technical work and project management. A few schedule adjustments were needed but end result was to our satisfaction.,4,2,Detractor,No,Yes
FB10997,2022-05-23,Q2-2022,NationalAir,Aviation,Delhi NCR,IoT Solutions,Priya Nair,33,381037517.0,World class implementation team that delivered an innovative solution on time and within budget. Extremely satisfied with every aspect.,5,2,Detractor,No,Yes
FB10024,2022-03-19,Q1-2022,Apollo Hospitals,Healthcare,Delhi NCR,Data Analytics Platform,Pooja Iyer,31,404971011.0,Total failure in project delivery. System went live with critical bugs causing major business disruption for weeks after go live.,1,8,Passive,Yes,Yes
FB10467,2023-09-03,Q3-2023,GridTech,Energy & Utilities,Chennai,DevOps Implementation,Divya Menon,7,118757825.0,Acceptable delivery overall. We have concerns about long term support but immediate project objectives were adequately met.,3,2,Detractor,No,Yes
FB10539,2023-05-10,Q2-2023,NetCom,Telecom,Hyderabad,IT Managed Services,Vikram Singh,12,349060216.0,Project team was professional but delivery took longer than expected. End result is satisfactory though not particularly impressive.,3,6,Detractor,Yes,No
FB10531,2023-03-21,Q1-2023,National Bank,Banking & Finance,Bangalore,Cloud Migration,Divya Menon,29,465471812.0,Completed the engagement as agreed but communication could have been more proactive throughout the project lifecycle.,3,3,Detractor,Yes,No
FB10618,2022-02-10,Q1-2022,OilCorp,Oil & Gas,Hyderabad,Cybersecurity Solutions,Amit Patel,27,332063374.0,Good collaboration and project management. The solution delivered is robust and team provided excellent knowledge transfer.,4,6,Detractor,No,Yes
